   9809     AichiSR  BL5S1
 20171006-000-S  17.10.06 11:31 - 17.10.06 11:32
                                                                                 
 Ring :   1.2 GeV   300.1 mA -  300.7 mA
 Mono :   Si(111)       D=  3.13553 A    Initial angle= 12.64048 deg
 BL5S1    Aux input    ( 2)   Repetition=  1     Points= 4447
 Param file : DUMMYNAME.prm   energy axis (2)    Block =     1

 Block      Init-Eng  final-Eng     Step/eV     Time/s       Num
     1        8684.36  10084.36        0.31       0.00      4448
 ORTEC( 0)     NDCH = 4
  Angle(c)  Angle(o)    time/s         1         2         3
      Mode         0         0         1         2         2
    Offset         0         0  9420.800  9551.100  7214.300
  12.97686  12.97745    0.0034  29683879  73242749     -1614
  12.97644  12.97703    0.0034  29695679  73268849      -548
  12.97603  12.97660    0.0034  29691879  73275249     -1614
  12.97561  12.97616    0.0034  29702079  73288849      -548
  12.97519  12.97573    0.0034  29691879  73265949     -1348
  12.97478  12.97531    0.0034  29691079  73295549      -548
  12.97436  12.97490    0.0034  29700179  73306749     -1081
  12.97394  12.97449    0.0034  29696479  73344549     -1081
  12.97353  12.97408    0.0034  29688179  73324049     -1081
  12.97311  12.97366    0.0034  29695679  73311249     -1081
  12.97269  12.97325    0.0034  29701779  73334949      -814
  12.97228  12.97285    0.0034  29700679  73368049     -1614
  12.97186  12.97243    0.0034  29695379  73368049      -548
  12.97144  12.97202    0.0034  29693779  73372549     -1081
  12.97103  12.97160    0.0034  29708379  73397249      -813
  12.97061  12.97117    0.0034  29700179  73414949     -1081
  12.97019  12.97074    0.0034  29690879  73410449      -814
  12.96978  12.97030    0.0034  29702579  73410749     -1348
  12.96936  12.96988    0.0034  29699879  73410949     -1081
  12.96894  12.96947    0.0034  29715079  73450749      -548
  12.96853  12.96907    0.0034  29694579  73464349     -1614
  12.96811  12.96868    0.0034  29700179  73448349      -281
  12.96769  12.96829    0.0034  29706079  73461649     -1614
  12.96728  12.96789    0.0034  29711379  73477949      -548
  12.96686  12.96747    0.0034  29695679  73486449     -1348
  12.96644  12.96705    0.0034  29710879  73500549      -814
  12.96603  12.96662    0.0034  29705479  73509649      -814
  12.96561  12.96618    0.0034  29705279  73525349     -1081
  12.96519  12.96575    0.0034  29714579  73520349      -814
  12.96478  12.96533    0.0034  29711079  73541349     -1081
  12.96436  12.96492    0.0034  29708879  73560449      -546
  12.96394  12.96451    0.0034  29701779  73551549     -1348
  12.96353  12.96409    0.0034  29701479  73540349      -548
  12.96311  12.96368    0.0034  29697279  73560049     -1348
  12.96269  12.96327    0.0034  29704979  73548349      -548
  12.96228  12.96286    0.0034  29715679  73593649      -814
  12.96186  12.96245    0.0034  29691879  73574149      -548
  12.96144  12.96204    0.0034  29712679  73601649     -1081
  12.96103  12.96162    0.0034  29698279  73596049      -814
  12.96061  12.96119    0.0034  29694079  73603249      -548
  12.96019  12.96075    0.0034  29701779  73592849     -1348
  12.95978  12.96032    0.0034  29682079  73607549       -14
  12.95936  12.95990    0.0034  29682279  73601149     -1614
  12.95894  12.95948    0.0034  29686879  73597349      -281
  12.95853  12.95908    0.0034  29684179  73586749      -814
  12.95811  12.95869    0.0034  29681479  73617149      -814
  12.95769  12.95830    0.0034  29684879  73639449      -813
  12.95728  12.95791    0.0034  29673479  73612849      -814
  12.95686  12.95749    0.0034  29663879  73582749      -548
  12.95644  12.95706    0.0034  29671379  73636349     -1081
  12.95603  12.95663    0.0034  29672179  73644349      -548
  12.95561  12.95619    0.0034  29676479  73633349     -1614
  12.95519  12.95577    0.0034  29654279  73626749       -14
  12.95478  12.95534    0.0034  29657279  73630949     -1348
  12.95436  12.95493    0.0034  29658079  73663749      -548
  12.95394  12.95452    0.0034  29667679  73675549     -1081
  12.95353  12.95411    0.0034  29660679  73640349      -814
  12.95311  12.95369    0.0034  29639379  73633949      -814
  12.95269  12.95328    0.0034  29656679  73641349     -1081
  12.95228  12.95287    0.0034  29645779  73665649      -548
  12.95186  12.95246    0.0034  29648479  73653149     -1614
  12.95144  12.95205    0.0034  29650879  73652549      -281
  12.95103  12.95162    0.0034  29638979  73668249     -1613
  12.95061  12.95119    0.0034  29631879  73685349      -548
  12.95019  12.95075    0.0034  29646279  73684549     -1081
  12.94978  12.95032    0.0034  29636979  73684049      -814
  12.94936  12.94989    0.0034  29621779  73676849     -1081
  12.94894  12.94948    0.0034  29629779  73674749     -1081
  12.94853  12.94908    0.0034  29632479  73697349      -814
  12.94811  12.94869    0.0034  29633779  73692549     -1348
  12.94769  12.94830    0.0034  29631079  73675249      -814
  12.94728  12.94790    0.0034  29603879  73696849     -1614
  12.94686  12.94749    0.0034  29623079  73702449      -548
  12.94644  12.94706    0.0034  29628979  73753349     -1614
  12.94603  12.94663    0.0034  29630879  73723749      -548
  12.94561  12.94619    0.0034  29613779  73705649     -1614
  12.94519  12.94575    0.0034  29619679  73706749      -814
  12.94478  12.94534    0.0034  29615679  73742449     -1081
  12.94436  12.94492    0.0034  29610079  73753949     -1081
  12.94394  12.94451    0.0034  29632879  73749049      -813
  12.94353  12.94410    0.0034  29596979  73719549     -1614
  12.94311  12.94369    0.0034  29613279  73758949      -281
  12.94269  12.94328    0.0034  29614279  73765149     -1614
  12.94228  12.94287    0.0034  29606879  73759249      -548
  12.94186  12.94246    0.0034  29596979  73732049     -1348
  12.94144  12.94204    0.0034  29589479  73729149     -1081
  12.94103  12.94162    0.0034  29611079  73756849      -814
  12.94061  12.94119    0.0034  29610579  73799549     -1081
  12.94019  12.94076    0.0034  29581479  73767549      -548
  12.93978  12.94032    0.0034  29581779  73724349     -1348
  12.93936  12.93990    0.0034  29580479  73769949      -548
  12.93894  12.93948    0.0034  29583679  73780349     -1614
  12.93853  12.93908    0.0034  29580479  73774149      -281
  12.93811  12.93869    0.0034  29578279  73772349     -1348
  12.93769  12.93830    0.0034  29563879  73765649      -548
  12.93728  12.93791    0.0034  29588579  73827249     -1079
  12.93686  12.93749    0.0034  29586079  73837149      -814
  12.93644  12.93707    0.0034  29576979  73833149      -814
  12.93603  12.93664    0.0034  29572479  73794949     -1348
  12.93561  12.93620    0.0034  29565479  73837149      -548
  12.93519  12.93577    0.0034  29579679  73828349     -1348
  12.93478  12.93535    0.0034  29577279  73857349      -548
  12.93436  12.93494    0.0034  29585779  73864349     -1348
  12.93394  12.93453    0.0034  29567679  73832549      -548
  12.93353  12.93412    0.0034  29572179  73856049     -1348
  12.93311  12.93371    0.0034  29581479  73877649      -548
  12.93269  12.93329    0.0034  29576179  73861349      -814
  12.93228  12.93288    0.0034  29562279  73873949     -1348
  12.93186  12.93248    0.0034  29564979  73868349      -548
  12.93144  12.93206    0.0034  29566279  73886149     -1348
  12.93103  12.93164    0.0034  29560179  73864049      -548
  12.93061  12.93121    0.0034  29558479  73921649     -1346
  12.93019  12.93078    0.0034  29548179  73886149      -281
  12.92978  12.93034    0.0034  29550079  73886949     -1081
  12.92936  12.92991    0.0034  29559079  73892049      -814
  12.92894  12.92950    0.0034  29544979  73895549     -1348
  12.92853  12.92910    0.0034  29551079  73891549      -548
  12.92811  12.92871    0.0034  29556979  73936549     -1348
  12.92769  12.92832    0.0034  29549279  73924049     -1081
  12.92728  12.92792    0.0034  29558079  73949649      -814
  12.92686  12.92751    0.0034  29551679  73934149     -1614
  12.92644  12.92709    0.0034  29547079  73959749      -548
  12.92603  12.92666    0.0034  29551379  73958149     -1614
  12.92561  12.92622    0.0034  29557479  73956349      -814
  12.92519  12.92579    0.0034  29555379  73989949     -1348
  12.92478  12.92537    0.0034  29556479  73999249     -1081
  12.92436  12.92495    0.0034  29545479  73977649     -1081
  12.92394  12.92454    0.0034  29553679  73998749     -1346
  12.92353  12.92413    0.0034  29548979  73990949      -814
  12.92311  12.92372    0.0034  29535079  73991749     -1614
  12.92269  12.92331    0.0034  29535879  74020049      -548
  12.92228  12.92289    0.0034  29527879  73986449     -1614
  12.92186  12.92248    0.0034  29523879  73975549      -548
  12.92144  12.92207    0.0034  29537779  73966749     -1614
  12.92103  12.92165    0.0034  29526279  73998449      -814
  12.92061  12.92122    0.0034  29522879  73989949     -1348
  12.92019  12.92078    0.0034  29506579  73969149     -1081
  12.91978  12.92035    0.0034  29511079  73988849     -1081
  12.91936  12.91992    0.0034  29511079  74002449     -1614
  12.91894  12.91951    0.0034  29511079  74023749      -548
  12.91853  12.91911    0.0034  29510579  74012349     -1614
  12.91811  12.91872    0.0034  29509779  74012549      -548
  12.91769  12.91833    0.0034  29498879  74017349     -1614
  12.91728  12.91792    0.0034  29528079  74053649      -813
  12.91686  12.91751    0.0034  29495879  74037649     -1081
  12.91644  12.91709    0.0034  29504979  74024849      -814
  12.91603  12.91665    0.0034  29498079  74027249     -1348
  12.91561  12.91622    0.0034  29499079  74039549      -814
  12.91519  12.91578    0.0034  29511879  74066749     -1348
  12.91478  12.91536    0.0034  29502079  74058449     -1348
  12.91436  12.91495    0.0034  29484179  74042949      -548
  12.91394  12.91454    0.0034  29496979  74078449     -1881
  12.91353  12.91413    0.0034  29492979  74072849      -548
  12.91311  12.91371    0.0034  29485279  74087249     -1348
  12.91269  12.91330    0.0034  29479679  74065649      -814
  12.91228  12.91289    0.0034  29477479  74053149     -1348
  12.91186  12.91248    0.0034  29474279  74058149     -1081
  12.91144  12.91207    0.0034  29486879  74073949      -814
  12.91103  12.91165    0.0034  29479079  74056349     -1348
  12.91061  12.91122    0.0034  29462479  74069649      -546
  12.91019  12.91078    0.0034  29445479  74016049     -1614
  12.90978  12.91035    0.0034  29448179  74071549      -548
  12.90936  12.90992    0.0034  29455379  74078149     -1348
  12.90894  12.90951    0.0034  29451879  74061149      -814
  12.90853  12.90911    0.0034  29450079  74057949     -1348
  12.90811  12.90872    0.0034  29442579  74052549      -814
  12.90769  12.90833    0.0034  29453779  74083549     -1081
  12.90728  12.90792    0.0034  29440479  74116549     -1081
  12.90686  12.90751    0.0034  29434879  74062149      -548
  12.90644  12.90709    0.0034  29421779  74037349     -1348
  12.90603  12.90666    0.0034  29419079  74068849      -548
  12.90561  12.90622    0.0034  29431879  74090449     -1614
  12.90519  12.90579    0.0034  29422879  74085949      -548
  12.90478  12.90537    0.0034  29416179  74072049     -1081
  12.90436  12.90496    0.0034  29398079  74053649      -814
  12.90394  12.90454    0.0034  29430979  74137449     -1346
  12.90353  12.90413    0.0034  29426079  74108549      -814
  12.90311  12.90372    0.0034  29404679  74084549      -814
  12.90269  12.90331    0.0034  29402879  74076349     -1081
  12.90228  12.90290    0.0034  29420679  74132549      -814
  12.90186  12.90248    0.0034  29414079  74092549     -1348
  12.90144  12.90207    0.0034  29411079  74117949      -548
  12.90103  12.90165    0.0034  29395379  74092049     -1348
  12.90061  12.90122    0.0034  29401279  74089649      -814
  12.90019  12.90078    0.0034  29393779  74098449     -1614
  12.89978  12.90035    0.0034  29399879  74139549      -814
  12.89936  12.89992    0.0034  29387679  74107749      -814
  12.89894  12.89951    0.0034  29383679  74106149     -1348
  12.89853  12.89911    0.0034  29382879  74122149      -548
  12.89811  12.89872    0.0034  29383379  74140849     -1614
  12.89769  12.89832    0.0034  29386079  74148549      -281
  12.89728  12.89792    0.0034  29388279  74151249     -1880
  12.89686  12.89750    0.0034  29372679  74133149      -281
  12.89644  12.89709    0.0034  29374579  74156349     -1614
  12.89603  12.89665    0.0034  29384679  74162449      -814
  12.89561  12.89622    0.0034  29386079  74158749     -1081
  12.89519  12.89578    0.0034  29366879  74173349     -1081
  12.89478  12.89536    0.0034  29379679  74172049     -1081
  12.89436  12.89494    0.0034  29370579  74184349     -1348
  12.89394  12.89453    0.0034  29385479  74194749      -281
  12.89353  12.89412    0.0034  29367079  74186449     -1881
  12.89311  12.89370    0.0034  29370879  74197649      -548
  12.89269  12.89329    0.0034  29358279  74189149     -1614
  12.89228  12.89287    0.0034  29372679  74189149      -814
  12.89186  12.89247    0.0034  29361779  74199249     -1348
  12.89144  12.89205    0.0034  29361279  74205949      -814
  12.89103  12.89163    0.0034  29360679  74202749     -1348
  12.89061  12.89120    0.0034  29376479  74240549     -1348
  12.89019  12.89076    0.0034  29362379  74262549     -1079
  12.88978  12.89033    0.0034  29371679  74240549     -1614
  12.88936  12.88990    0.0034  29354079  74264849      -548
  12.88894  12.88949    0.0034  29368179  74279549     -1881
  12.88853  12.88909    0.0034  29364979  74272349      -281
  12.88811  12.88870    0.0034  29352979  74280349     -1614
  12.88769  12.88831    0.0034  29356679  74281349     -1081
  12.88728  12.88791    0.0034  29365279  74278749     -1081
  12.88686  12.88749    0.0034  29359679  74289349     -1348
  12.88644  12.88707    0.0034  29356679  74304349      -814
  12.88603  12.88664    0.0034  29357779  74311249     -1348
  12.88561  12.88620    0.0034  29360679  74327549      -548
  12.88519  12.88577    0.0034  29358879  74321949     -1348
  12.88478  12.88535    0.0034  29346579  74325149      -548
  12.88436  12.88494    0.0034  29355379  74332849     -1348
  12.88394  12.88453    0.0034  29355079  74348549      -814
  12.88353  12.88411    0.0034  29361879  74388949     -1079
  12.88311  12.88370    0.0034  29351079  74362749      -814
  12.88269  12.88329    0.0034  29341779  74368049     -1081
  12.88228  12.88288    0.0034  29353279  74374949      -814
  12.88186  12.88247    0.0034  29350879  74389649      -814
  12.88144  12.88206    0.0034  29342079  74374149     -1348
  12.88103  12.88164    0.0034  29340479  74358449       -14
  12.88061  12.88120    0.0034  29334279  74376349     -1614
  12.88019  12.88077    0.0034  29337779  74389349      -548
  12.87978  12.88033    0.0034  29345479  74396849     -1348
  12.87936  12.87990    0.0034  29344179  74382749      -281
  12.87894  12.87949    0.0034  29330579  74401349      -814
  12.87853  12.87909    0.0034  29319679  74373649      -814
  12.87811  12.87870    0.0034  29332479  74436349     -1081
  12.87769  12.87831    0.0034  29334279  74423549     -1081
  12.87728  12.87791    0.0034  29332479  74412049      -281
  12.87686  12.87749    0.0034  29320779  74432949     -1346
  12.87644  12.87707    0.0034  29335679  74441149       -14
  12.87603  12.87664    0.0034  29327679  74427549     -1614
  12.87561  12.87620    0.0034  29332179  74470749      -281
  12.87519  12.87577    0.0034  29325479  74449349     -1081
  12.87478  12.87535    0.0034  29321479  74432349      -814
  12.87436  12.87494    0.0034  29322279  74449949      -814
  12.87394  12.87453    0.0034  29324179  74494149     -1081
  12.87353  12.87412    0.0034  29316679  74450149      -548
  12.87311  12.87370    0.0034  29306879  74466149     -1348
  12.87269  12.87329    0.0034  29315379  74477149      -281
  12.87228  12.87288    0.0034  29321279  74516349     -1614
  12.87186  12.87247    0.0034  29311679  74487749      -281
  12.87144  12.87206    0.0034  29306079  74484549     -1348
  12.87103  12.87164    0.0034  29305279  74472549      -814
  12.87061  12.87121    0.0034  29309779  74501149      -814
  12.87019  12.87077    0.0034  29325379  74541249     -1079
  12.86978  12.87034    0.0034  29291879  74508049      -814
  12.86936  12.86991    0.0034  29290579  74494749     -1614
  12.86894  12.86950    0.0034  29306579  74529649      -548
  12.86853  12.86910    0.0034  29307079  74542749     -1881
  12.86811  12.86871    0.0034  29312979  74539549      -281
  12.86769  12.86831    0.0034  29292179  74524849     -1614
  12.86728  12.86791    0.0034  29298879  74567249      -548
  12.86686  12.86750    0.0034  29299079  74549149     -1081
  12.86644  12.86707    0.0034  29299879  74569349     -1348
  12.86603  12.86664    0.0034  29306079  74580049     -1081
  12.86561  12.86620    0.0034  29304679  74589149     -1348
  12.86519  12.86577    0.0034  29299079  74600349      -814
  12.86478  12.86535    0.0034  29304179  74620849     -1614
  12.86436  12.86493    0.0034  29292479  74604349      -548
  12.86394  12.86452    0.0034  29285479  74602749     -1614
  12.86353  12.86411    0.0034  29300479  74614049      -546
  12.86311  12.86370    0.0034  29291879  74616049     -1614
  12.86269  12.86328    0.0034  29289779  74636349      -814
  12.86228  12.86287    0.0034  29290879  74646449     -1081
  12.86186  12.86246    0.0034  29274079  74601949     -1348
  12.86144  12.86205    0.0034  29273779  74647749      -814
  12.86103  12.86163    0.0034  29292179  74645649     -1614
  12.86061  12.86120    0.0034  29284679  74642749      -548
  12.86019  12.86076    0.0034  29286079  74639549     -1348
  12.85978  12.86032    0.0034  29285279  74663549      -548
  12.85936  12.85990    0.0034  29281479  74662449     -1614
  12.85894  12.85949    0.0034  29278279  74672049      -548
  12.85853  12.85909    0.0034  29263079  74654949     -1348
  12.85811  12.85869    0.0034  29258879  74662949      -814
  12.85769  12.85830    0.0034  29271879  74663549     -1081
  12.85728  12.85790    0.0034  29284479  74704549     -1348
  12.85686  12.85749    0.0034  29271179  74708749      -546
  12.85644  12.85706    0.0034  29278279  74688349     -1614
  12.85603  12.85663    0.0034  29264679  74704349      -548
