   9809     AichiSR  BL5S1
 20171006-000-S  17.10.06 11:39 - 17.10.06 11:39
                                                                                 
 Ring :   1.2 GeV   300.2 mA -  300.6 mA
 Mono :   Si(111)       D=  3.13553 A    Initial angle= 12.63989 deg
 BL5S1    Aux input    ( 2)   Repetition=  1     Points= 4447
 Param file : DUMMYNAME.prm   energy axis (2)    Block =     1

 Block      Init-Eng  final-Eng     Step/eV     Time/s       Num
     1        8684.36  10084.36        0.31       0.00      4448
 ORTEC( 0)     NDCH = 4
  Angle(c)  Angle(o)    time/s         1         2         3
      Mode         0         0         1         2         2
    Offset         0         0  9420.800  9551.100  7214.300
  12.96769  12.96827    0.0034  29666279  45608849     -1614
  12.96728  12.96787    0.0034  29667879  45603249      -548
  12.96686  12.96745    0.0034  29658079  45610949     -1348
  12.96644  12.96703    0.0034  29654079  45616049      -548
  12.96603  12.96660    0.0034  29657279  45635549     -1348
  12.96561  12.96616    0.0034  29667879  45643549     -1081
  12.96519  12.96573    0.0034  29651679  45632849      -814
  12.96478  12.96531    0.0034  29642579  45622149     -1614
  12.96436  12.96490    0.0034  29654779  45641249      -813
  12.96394  12.96449    0.0034  29660179  45646449     -1614
  12.96353  12.96408    0.0034  29643679  45639249      -281
  12.96311  12.96367    0.0034  29646079  45649649     -1881
  12.96269  12.96325    0.0034  29636479  45646149      -814
  12.96228  12.96285    0.0034  29639379  45674749     -1614
  12.96186  12.96244    0.0034  29637779  45668349     -1081
  12.96144  12.96202    0.0034  29636179  45669349     -1348
  12.96103  12.96160    0.0034  29628979  45677649     -1348
  12.96061  12.96117    0.0034  29627879  45687549      -814
  12.96019  12.96074    0.0034  29628679  45683249     -1614
  12.95978  12.96030    0.0034  29621779  45686449      -814
  12.95936  12.95988    0.0034  29616679  45698449     -1881
  12.95894  12.95947    0.0034  29631879  45706449      -548
  12.95853  12.95907    0.0034  29626279  45691749     -1614
  12.95811  12.95868    0.0034  29612679  45699549      -814
  12.95769  12.95829    0.0034  29625679  45706949     -1346
  12.95728  12.95788    0.0034  29612979  45704349     -1081
  12.95686  12.95747    0.0034  29611379  45709649      -814
  12.95644  12.95705    0.0034  29618579  45715249     -1348
  12.95603  12.95662    0.0034  29603379  45714749      -281
  12.95561  12.95618    0.0034  29602079  45721149     -1614
  12.95519  12.95575    0.0034  29600479  45736349      -548
  12.95478  12.95533    0.0034  29602579  45739549     -1348
  12.95436  12.95492    0.0034  29597479  45732349      -281
  12.95394  12.95451    0.0034  29588679  45726449     -1348
  12.95353  12.95409    0.0034  29589479  45739749      -814
  12.95311  12.95368    0.0034  29595879  45757349      -814
  12.95269  12.95327    0.0034  29592479  45751249     -1081
  12.95228  12.95286    0.0034  29579379  45741649      -548
  12.95186  12.95245    0.0034  29583379  45761149     -1348
  12.95144  12.95203    0.0034  29594879  45789349      -281
  12.95103  12.95161    0.0034  29599779  45786649     -1346
  12.95061  12.95118    0.0034  29581279  45775549      -281
  12.95019  12.95074    0.0034  29568479  45780849     -1614
  12.94978  12.95031    0.0034  29576979  45771549      -814
  12.94936  12.94988    0.0034  29579379  45804549      -814
  12.94894  12.94947    0.0034  29581779  45806449     -1081
  12.94853  12.94907    0.0034  29568979  45787749      -548
  12.94811  12.94868    0.0034  29575379  45813149     -1348
  12.94769  12.94829    0.0034  29573479  45820049      -548
  12.94728  12.94788    0.0034  29572979  45842149     -1348
  12.94686  12.94746    0.0034  29570579  45828849      -281
  12.94644  12.94704    0.0034  29566879  45820549     -1348
  12.94603  12.94661    0.0034  29561279  45829949      -814
  12.94561  12.94618    0.0034  29570079  45856549     -1348
  12.94519  12.94574    0.0034  29559679  45846449      -814
  12.94478  12.94532    0.0034  29559879  45861649      -814
  12.94436  12.94491    0.0034  29565179  45878449     -1346
  12.94394  12.94450    0.0034  29566079  45882449      -814
  12.94353  12.94409    0.0034  29560679  45878749     -1614
  12.94311  12.94368    0.0034  29559879  45872549      -281
  12.94269  12.94326    0.0034  29550579  45891549     -1881
  12.94228  12.94286    0.0034  29556479  45888849      -548
  12.94186  12.94244    0.0034  29560679  45892349     -1614
  12.94144  12.94203    0.0034  29550879  45900849      -548
  12.94103  12.94161    0.0034  29544179  45904549     -1614
  12.94061  12.94118    0.0034  29539379  45910149      -814
  12.94019  12.94074    0.0034  29552479  45924849     -1348
  12.93978  12.94031    0.0034  29552679  45937649     -1348
  12.93936  12.93988    0.0034  29547079  45924849      -281
  12.93894  12.93947    0.0034  29537279  45917149     -1881
  12.93853  12.93907    0.0034  29543079  45926449      -281
  12.93811  12.93868    0.0034  29551379  45960349     -1614
  12.93769  12.93829    0.0034  29549379  45957149      -813
  12.93728  12.93789    0.0034  29539079  45951749     -1081
  12.93686  12.93748    0.0034  29533479  45948849     -1348
  12.93644  12.93705    0.0034  29529779  45970949      -814
  12.93603  12.93662    0.0034  29545779  45958149     -1081
  12.93561  12.93619    0.0034  29535679  45990449      -548
  12.93519  12.93576    0.0034  29536179  45988049     -1881
  12.93478  12.93534    0.0034  29545479  46005349      -548
  12.93436  12.93493    0.0034  29537779  46004549     -1614
  12.93394  12.93451    0.0034  29538279  46028049       -14
  12.93353  12.93410    0.0034  29543379  46033949     -1614
  12.93311  12.93369    0.0034  29535679  46038749      -548
  12.93269  12.93328    0.0034  29543679  46055249      -814
  12.93228  12.93287    0.0034  29542079  46057949      -814
  12.93186  12.93246    0.0034  29554879  46045949     -1081
  12.93144  12.93205    0.0034  29533279  46082449     -1081
  12.93103  12.93163    0.0034  29536479  46072549      -814
  12.93061  12.93120    0.0034  29556579  46082749     -1613
  12.93019  12.93077    0.0034  29539679  46081949      -548
  12.92978  12.93033    0.0034  29548179  46100049     -1348
  12.92936  12.92990    0.0034  29547379  46115549      -548
  12.92894  12.92949    0.0034  29546279  46114749     -1081
  12.92853  12.92909    0.0034  29547379  46126449      -814
  12.92811  12.92870    0.0034  29548479  46139749      -814
  12.92769  12.92830    0.0034  29537279  46127249     -1348
  12.92728  12.92791    0.0034  29551879  46137949      -548
  12.92686  12.92749    0.0034  29537279  46137649     -1348
  12.92644  12.92707    0.0034  29537279  46139249      -548
  12.92603  12.92664    0.0034  29537779  46145949     -1614
  12.92561  12.92620    0.0034  29543379  46161149      -548
  12.92519  12.92577    0.0034  29531679  46170149     -1348
  12.92478  12.92535    0.0034  29544679  46176049      -548
  12.92436  12.92494    0.0034  29525479  46192349     -1081
  12.92394  12.92453    0.0034  29538179  46212349      -813
  12.92353  12.92412    0.0034  29551079  46213349      -814
  12.92311  12.92371    0.0034  29531879  46206449     -1348
  12.92269  12.92329    0.0034  29530879  46197149      -281
  12.92228  12.92288    0.0034  29536679  46225149     -1348
  12.92186  12.92247    0.0034  29532679  46233949      -548
  12.92144  12.92205    0.0034  29538879  46237349     -1614
  12.92103  12.92163    0.0034  29534279  46239549      -548
  12.92061  12.92121    0.0034  29519879  46233649     -1348
  12.92019  12.92077    0.0034  29527679  46249149      -814
  12.91978  12.92033    0.0034  29531679  46264049     -1081
  12.91936  12.91991    0.0034  29527079  46253949     -1081
  12.91894  12.91949    0.0034  29523879  46240049      -548
  12.91853  12.91909    0.0034  29519379  46237149     -1348
  12.91811  12.91870    0.0034  29527679  46273649      -548
  12.91769  12.91831    0.0034  29525479  46264849     -1348
  12.91728  12.91791    0.0034  29528279  46297449      -279
  12.91686  12.91750    0.0034  29514879  46281149     -1348
  12.91644  12.91707    0.0034  29529479  46304849      -548
  12.91603  12.91664    0.0034  29528479  46297649     -1081
  12.91561  12.91621    0.0034  29522579  46318749      -814
  12.91519  12.91577    0.0034  29505279  46304849      -814
  12.91478  12.91535    0.0034  29512179  46302449     -1081
  12.91436  12.91494    0.0034  29516479  46330749      -548
  12.91394  12.91452    0.0034  29521279  46338449     -1348
  12.91353  12.91411    0.0034  29508679  46323749      -548
  12.91311  12.91370    0.0034  29503079  46338449     -1348
  12.91269  12.91329    0.0034  29508979  46338149      -548
  12.91228  12.91288    0.0034  29513479  46344849     -1614
  12.91186  12.91247    0.0034  29508479  46349949     -1081
  12.91144  12.91206    0.0034  29496979  46360549      -814
  12.91103  12.91163    0.0034  29493279  46345349     -1348
  12.91061  12.91121    0.0034  29514179  46369749     -1079
  12.91019  12.91077    0.0034  29494579  46386149     -1614
  12.90978  12.91033    0.0034  29480979  46372349      -548
  12.90936  12.90991    0.0034  29480479  46364349     -1614
  12.90894  12.90950    0.0034  29483379  46368349      -548
  12.90853  12.90910    0.0034  29485279  46399549     -1614
  12.90811  12.90870    0.0034  29491879  46405949      -814
  12.90769  12.90831    0.0034  29476479  46378149     -1081
  12.90728  12.90791    0.0034  29472179  46383249     -1081
  12.90686  12.90750    0.0034  29463379  46389349      -814
  12.90644  12.90707    0.0034  29471879  46408349     -1881
  12.90603  12.90664    0.0034  29464179  46393949      -548
  12.90561  12.90621    0.0034  29441479  46380849     -1348
  12.90519  12.90577    0.0034  29451679  46390749      -548
  12.90478  12.90535    0.0034  29466279  46415749     -1614
  12.90436  12.90494    0.0034  29463879  46410749      -281
  12.90394  12.90453    0.0034  29469079  46452749     -1346
  12.90353  12.90411    0.0034  29441279  46408349     -1081
  12.90311  12.90370    0.0034  29444479  46418149     -1081
  12.90269  12.90329    0.0034  29462079  46433149     -1348
  12.90228  12.90288    0.0034  29450079  46444549      -548
  12.90186  12.90247    0.0034  29434879  46419749     -1348
  12.90144  12.90205    0.0034  29443679  46439549      -548
  12.90103  12.90163    0.0034  29442079  46438449     -1348
  12.90061  12.90121    0.0034  29441279  46448849      -281
  12.90019  12.90077    0.0034  29432179  46460849     -1348
  12.89978  12.90033    0.0034  29442079  46457949      -548
  12.89936  12.89991    0.0034  29419879  46456349     -1081
  12.89894  12.89949    0.0034  29437779  46475749      -548
  12.89853  12.89909    0.0034  29438079  46485149      -548
  12.89811  12.89870    0.0034  29437779  46485949      -814
  12.89769  12.89830    0.0034  29425779  46485149      -281
  12.89728  12.89791    0.0034  29425079  46512949     -1346
  12.89686  12.89749    0.0034  29424679  46486949      -281
  12.89644  12.89707    0.0034  29424679  46512549     -1081
  12.89603  12.89663    0.0034  29412979  46502949      -281
  12.89561  12.89620    0.0034  29423079  46505149      -814
  12.89519  12.89576    0.0034  29426079  46518749      -548
  12.89478  12.89534    0.0034  29415379  46524049      -814
  12.89436  12.89492    0.0034  29411879  46518949     -1081
  12.89394  12.89451    0.0034  29406579  46518449      -548
  12.89353  12.89410    0.0034  29402279  46520349     -1348
  12.89311  12.89369    0.0034  29406879  46552349      -548
  12.89269  12.89327    0.0034  29403679  46548049     -1348
  12.89228  12.89286    0.0034  29422579  46556349      -281
  12.89186  12.89245    0.0034  29408679  46550949     -1614
  12.89144  12.89204    0.0034  29406079  46576549      -814
  12.89103  12.89162    0.0034  29418579  46581649     -1081
  12.89061  12.89119    0.0034  29421579  46604449     -1079
  12.89019  12.89075    0.0034  29403379  46572549      -814
  12.88978  12.89031    0.0034  29407879  46577949     -1348
  12.88936  12.88988    0.0034  29392479  46586449      -548
  12.88894  12.88947    0.0034  29418279  46606149     -1348
  12.88853  12.88908    0.0034  29400679  46600549      -281
  12.88811  12.88868    0.0034  29393279  46618449     -1348
  12.88769  12.88829    0.0034  29400179  46611249      -548
  12.88728  12.88789    0.0034  29392679  46617949     -1081
  12.88686  12.88747    0.0034  29392179  46626749      -814
  12.88644  12.88705    0.0034  29405279  46648549      -281
  12.88603  12.88662    0.0034  29392479  46624049      -814
  12.88561  12.88618    0.0034  29383079  46639549      -548
  12.88519  12.88575    0.0034  29391679  46652849     -1081
  12.88478  12.88533    0.0034  29394279  46674749       -14
  12.88436  12.88492    0.0034  29388479  46650949     -1348
  12.88394  12.88451    0.0034  29382079  46653949      -548
  12.88353  12.88409    0.0034  29376779  46658349     -1079
  12.88311  12.88369    0.0034  29383079  46677949      -548
  12.88269  12.88328    0.0034  29399879  46691249     -1081
  12.88228  12.88287    0.0034  29394579  46700049     -1081
  12.88186  12.88246    0.0034  29355879  46691749      -814
  12.88144  12.88204    0.0034  29370879  46688849     -1348
  12.88103  12.88162    0.0034  29378279  46705349      -814
  12.88061  12.88119    0.0034  29383879  46709349     -1614
  12.88019  12.88075    0.0034  29370079  46709149      -548
  12.87978  12.88032    0.0034  29370079  46709649     -1614
  12.87936  12.87989    0.0034  29376679  46706149      -548
  12.87894  12.87948    0.0034  29376679  46744849     -1614
  12.87853  12.87908    0.0034  29367379  46727749      -814
  12.87811  12.87869    0.0034  29355379  46711749     -1081
  12.87769  12.87830    0.0034  29349779  46709149     -1081
  12.87728  12.87789    0.0034  29357779  46747249      -281
  12.87686  12.87748    0.0034  29354679  46766349     -1613
  12.87644  12.87705    0.0034  29347879  46745949      -281
  12.87603  12.87662    0.0034  29349779  46736049     -1614
  12.87561  12.87619    0.0034  29346879  46756049      -548
  12.87519  12.87576    0.0034  29337279  46759749     -1348
  12.87478  12.87533    0.0034  29326279  46734449      -814
  12.87436  12.87493    0.0034  29319879  46741149     -1081
  12.87394  12.87451    0.0034  29328479  46746749     -1081
  12.87353  12.87410    0.0034  29328479  46769649     -1081
  12.87311  12.87369    0.0034  29338079  46790449     -1348
  12.87269  12.87328    0.0034  29320979  46766449      -281
  12.87228  12.87287    0.0034  29302879  46757149     -1881
  12.87186  12.87246    0.0034  29316979  46780049      -548
  12.87144  12.87205    0.0034  29330879  46797149     -1348
  12.87103  12.87162    0.0034  29315879  46789349      -814
  12.87061  12.87119    0.0034  29314279  46778449     -1348
  12.87019  12.87076    0.0034  29312779  46793049     -1079
  12.86978  12.87032    0.0034  29315879  46805349     -1081
  12.86936  12.86989    0.0034  29310879  46814749     -1081
  12.86894  12.86948    0.0034  29320479  46825649      -814
  12.86853  12.86908    0.0034  29306279  46806149     -1614
  12.86811  12.86869    0.0034  29287679  46808549       -14
  12.86769  12.86830    0.0034  29308179  46817949     -1614
  12.86728  12.86790    0.0034  29301779  46839749      -281
  12.86686  12.86748    0.0034  29290279  46817949     -1081
  12.86644  12.86705    0.0034  29293479  46824549      -548
  12.86603  12.86662    0.0034  29287379  46834749      -814
  12.86561  12.86618    0.0034  29303079  46834149      -814
  12.86519  12.86575    0.0034  29284179  46834749      -548
  12.86478  12.86533    0.0034  29262879  46832549     -1081
  12.86436  12.86491    0.0034  29277479  46825649      -548
  12.86394  12.86450    0.0034  29272979  46847249     -1881
  12.86353  12.86409    0.0034  29289579  46869849      -546
  12.86311  12.86368    0.0034  29264979  46858149     -1614
  12.86269  12.86327    0.0034  29251379  46838949      -548
  12.86228  12.86285    0.0034  29261479  46858449     -1348
  12.86186  12.86244    0.0034  29269779  46867249     -1081
  12.86144  12.86203    0.0034  29264679  46874149     -1348
  12.86103  12.86161    0.0034  29266079  46857649     -1081
  12.86061  12.86118    0.0034  29257779  46856049      -814
  12.86019  12.86074    0.0034  29244679  46887249     -1614
  12.85978  12.86031    0.0034  29250279  46876349      -548
  12.85936  12.85988    0.0034  29254079  46881349     -1614
  12.85894  12.85947    0.0034  29248979  46907549      -814
  12.85853  12.85907    0.0034  29248179  46884049     -1348
  12.85811  12.85868    0.0034  29246879  46902749      -814
  12.85769  12.85829    0.0034  29246279  46904549     -1081
  12.85728  12.85788    0.0034  29239879  46910149      -814
  12.85686  12.85747    0.0034  29242679  46937949      -813
  12.85644  12.85705    0.0034  29229779  46909649     -1081
  12.85603  12.85662    0.0034  29238879  46927549      -814
