   9809     AichiSR  BL5S1
 220623-alpha-F  22.06.23 14:36 - 22.06.23 14:38
                                                                                 
 Ring :   1.2 GeV     0.0 mA -    0.0 mA
 Mono :   Si(111)       D=  3.13553 A    Initial angle= 16.23064 deg
 BL5S1    Transmission ( 2)   Repetition=  1     Points= 4600
 Param file : DUMMYNAME.prm   energy axis (2)    Block =     1

 Block      Init-Eng  final-Eng     Step/eV     Time/s       Num
     1        6813.26   8213.26        0.30       0.02      4602
 ORTEC( 0)     NDCH = 4
  Angle(c)  Angle(o)    time/s         1         2         3
      Mode         0         0         1         2         2
    Offset         0         0  4431.900  9572.100  8149.900
  16.61583  16.61621    0.0235  16471368   2527498   5161270
  16.61519  16.61555    0.0235  16477568   2529088   5164590
  16.61456  16.61489    0.0235  16478868   2529908   5166050
  16.61392  16.61425    0.0235  16466568   2527858   5163860
  16.61328  16.61363    0.0235  16470868   2529828   5166200
  16.61264  16.61302    0.0235  16460868   2529138   5167570
  16.61200  16.61241    0.0235  16448768   2527978   5166190
  16.61136  16.61177    0.0235  16447068   2527918   5166540
  16.61072  16.61112    0.0235  16440268   2527858   5169400
  16.61008  16.61046    0.0235  16441568   2528298   5168150
  16.60944  16.60982    0.0235  16423768   2526368   5166690
  16.60881  16.60918    0.0235  16426868   2527878   5170020
  16.60817  16.60854    0.0235  16428468   2528488   5172350
  16.60753  16.60791    0.0235  16408768   2525678   5168220
  16.60689  16.60728    0.0235  16412368   2527418   5172050
  16.60625  16.60664    0.0235  16408768   2527288   5172040
  16.60561  16.60599    0.0235  16403968   2527418   5174840
  16.60497  16.60534    0.0235  16397368   2526218   5171890
  16.60433  16.60469    0.0235  16379368   2525058   5169600
  16.60369  16.60405    0.0235  16382468   2525668   5171630
  16.60306  16.60344    0.0235  16361568   2523118   5166730
  16.60242  16.60284    0.0235  16346468   2521958   5166050
  16.60178  16.60222    0.0235  16341968   2521398   5167720
  16.60114  16.60158    0.0235  16333368   2520428   5166770
  16.60050  16.60093    0.0235  16334968   2521998   5169710
  16.59986  16.60028    0.0235  16323768   2520788   5168480
  16.59922  16.59963    0.0235  16344668   2523868   5177660
  16.59858  16.59899    0.0235  16372468   2529088   5187970
  16.59794  16.59835    0.0235  16390968   2532468   5194590
  16.59731  16.59772    0.0235  16412668   2536458   5204330
  16.59667  16.59708    0.0235  16422268   2538278   5209230
  16.59603  16.59644    0.0235  16437068   2541138   5215350
  16.59539  16.59578    0.0235  16454168   2544718   5224970
  16.59475  16.59511    0.0235  16457468   2545078   5226050
  16.59411  16.59447    0.0235  16457668   2546318   5230320
  16.59347  16.59384    0.0235  16462968   2548058   5234000
  16.59283  16.59322    0.0235  16477268   2550978   5239990
  16.59219  16.59261    0.0235  16479368   2551428   5242480
  16.59156  16.59198    0.0235  16465068   2550008   5239880
  16.59092  16.59132    0.0235  16479468   2552738   5247440
  16.59028  16.59067    0.0235  16482868   2553758   5249930
  16.58964  16.59001    0.0235  16470968   2552318   5246140
  16.58900  16.58937    0.0235  16466568   2552458   5248940
  16.58836  16.58873    0.0235  16465068   2552548   5250610
  16.58772  16.58809    0.0235  16465068   2553988   5253140
  16.58708  16.58745    0.0235  16447268   2551428   5251040
  16.58644  16.58682    0.0235  16448068   2552208   5253100
  16.58581  16.58617    0.0235  16446568   2552718   5254710
  16.58517  16.58551    0.0235  16430368   2550978   5253020
  16.58453  16.58486    0.0235  16436168   2552838   5256700
  16.58389  16.58422    0.0235  16430268   2552188   5255670
